timestamp,location_name,requests,drivers,weather,event,base_fare,actual_price_paid
2025-11-20 18:45:40,Suburbs,88,72,Clear,None,143,145.54
2025-11-28 13:55:40,Airport,132,66,Rainy,Sports,102,187.68
2025-12-03 16:28:40,Suburbs,60,53,Rainy,None,128,153.6
2025-11-19 03:41:40,Suburbs,45,38,Clear,None,125,125.0
2025-11-17 09:53:40,City Center,76,46,Clear,None,112,152.51
2025-12-06 05:32:40,City Center,87,93,Clear,None,128,128.0
2025-11-28 03:31:40,Tech Park,44,34,Foggy,None,140,150.54
2025-11-15 05:13:40,City Center,135,136,Clear,Concert,128,128.0
2025-12-08 01:18:40,Suburbs,45,28,Clear,None,113,149.81
2025-11-27 05:14:40,Tech Park,48,51,Clear,None,109,109.0
2025-11-20 07:07:40,City Center,82,85,Clear,None,133,133.0
2025-12-01 12:58:40,City Center,76,56,Clear,None,128,144.09
2025-12-11 05:35:40,Tech Park,59,69,Clear,None,116,116.0
2025-11-24 08:48:40,City Center,96,47,Rainy,None,107,200.52
2025-11-26 09:06:40,City Center,89,71,Clear,None,103,107.41
2025-12-11 22:42:40,Tech Park,48,33,Clear,None,101,121.57
2025-11-14 21:37:40,City Center,111,114,Foggy,None,101,101.0
2025-12-09 05:07:40,Suburbs,55,63,Clear,None,122,122.0
2025-11-15 06:10:40,City Center,103,116,Clear,None,121,121.0
2025-11-14 15:31:40,Suburbs,81,52,Clear,Conference,100,128.62
2025-11-30 02:18:40,Tech Park,62,55,Cloudy,None,101,101.0
2025-11-25 19:52:40,Suburbs,125,96,Clear,Conference,138,149.27
2025-11-16 10:07:40,City Center,90,60,Clear,None,140,173.6
2025-11-17 23:43:40,Suburbs,58,52,Clear,None,111,111.0
2025-11-28 06:48:40,Suburbs,41,39,Clear,None,128,128.0
2025-12-12 01:48:40,Suburbs,48,44,Foggy,None,104,104.0
2025-11-16 06:40:40,City Center,92,92,Clear,None,103,103.0
2025-12-05 15:45:40,Mall,75,50,Rainy,None,115,165.6
2025-11-20 07:45:40,Mall,50,40,Clear,None,130,135.2
2025-12-03 08:41:40,City Center,84,62,Cloudy,None,105,118.01
2025-11-13 04:14:40,City Center,92,55,Clear,None,128,176.41
2025-11-19 03:12:40,City Center,97,79,Clear,None,105,107.34
2025-11-16 04:55:40,Airport,80,75,Clear,None,131,131.0
2025-11-28 23:10:40,Suburbs,86,57,Rainy,None,125,180.88
2025-11-30 11:48:40,Suburbs,70,83,Cloudy,None,115,115.0
2025-12-02 15:47:40,Suburbs,51,39,Clear,None,141,153.15
2025-11-21 22:11:40,Tech Park,61,56,Clear,None,141,141.0
2025-11-18 04:33:40,City Center,71,76,Clear,None,128,128.0
2025-12-08 14:12:40,Suburbs,66,39,Clear,Concert,149,207.68
2025-11-24 23:36:40,Airport,103,82,Rainy,None,102,126.98
2025-11-30 02:01:40,Tech Park,93,69,Cloudy,Conference,139,155.44
2025-11-30 16:29:40,Airport,106,51,Rainy,None,143,272.09
2025-12-11 01:13:40,City Center,115,73,Rainy,None,113,169.53
2025-11-22 04:49:40,City Center,103,87,Clear,None,108,108.0
2025-11-20 19:15:40,City Center,210,200,Clear,Conference,110,110.0
2025-11-26 09:55:40,Suburbs,54,38,Clear,None,111,130.63
2025-12-05 05:04:40,Airport,109,65,Rainy,None,121,191.37
2025-11-20 06:51:40,City Center,76,68,Clear,None,141,141.0
2025-12-01 22:09:40,City Center,77,86,Clear,None,126,126.0
2025-12-06 06:26:40,City Center,91,93,Clear,None,118,118.0
2025-12-01 23:07:40,City Center,79,76,Cloudy,None,113,113.0
2025-11-23 15:39:40,Suburbs,103,72,Rainy,None,125,173.06
2025-11-24 09:42:40,Suburbs,57,50,Clear,None,143,143.0
2025-12-02 22:35:40,Tech Park,51,40,Clear,None,142,150.52
2025-11-18 12:47:40,Suburbs,57,42,Clear,None,105,118.2
2025-11-14 00:43:40,Tech Park,125,63,Rainy,Conference,128,233.89
2025-12-02 14:02:40,Airport,97,59,Rainy,None,123,191.3
2025-11-14 00:57:40,City Center,82,90,Clear,None,130,130.0
2025-11-25 23:40:40,Mall,39,25,Clear,None,118,151.98
2025-12-06 08:09:40,Tech Park,171,152,Rainy,None,104,124.8
2025-11-16 03:12:40,Tech Park,58,34,Foggy,None,100,140.47
2025-11-27 12:42:40,Mall,41,43,Clear,None,142,142.0
2025-12-07 11:50:40,Tech Park,63,53,Clear,None,135,135.0
2025-11-25 04:01:40,Mall,43,27,Clear,None,139,182.66
2025-12-12 08:22:40,Mall,48,34,Clear,None,140,163.72
2025-11-22 15:46:40,Suburbs,61,40,Clear,None,115,144.9
2025-12-05 06:32:40,Airport,69,47,Clear,None,134,162.74
2025-11-26 17:50:40,Mall,137,148,Clear,Conference,129,129.0
2025-12-11 01:33:40,Suburbs,95,48,Rainy,Conference,119,216.98
2025-11-29 09:07:40,Mall,85,46,Rainy,None,128,219.94
2025-12-05 06:27:40,City Center,55,58,Clear,None,140,140.0
2025-11-13 11:48:40,Mall,59,47,Clear,None,123,128.44
2025-12-04 01:33:40,City Center,83,82,Foggy,None,105,105.0
2025-11-13 00:07:40,Suburbs,43,44,Cloudy,None,141,141.0
2025-11-23 06:58:40,City Center,152,132,Cloudy,Sports,120,120.0
2025-11-24 20:45:40,Suburbs,83,81,Clear,None,138,138.0
2025-11-16 15:53:40,Suburbs,79,71,Rainy,None,119,142.8
2025-12-07 00:24:40,Tech Park,68,57,Clear,None,137,137.0
2025-11-30 06:34:40,Tech Park,57,39,Foggy,None,141,170.5
2025-11-17 10:10:40,Suburbs,45,38,Clear,None,108,108.0
2025-11-21 02:51:40,Airport,81,50,Rainy,None,140,215.04
2025-11-28 14:42:40,Suburbs,45,28,Clear,None,142,188.25
2025-11-28 15:07:40,City Center,74,83,Clear,None,130,130.0
2025-11-15 16:39:40,Tech Park,67,52,Clear,None,127,135.99
2025-11-19 00:57:40,Tech Park,54,36,Rainy,None,146,210.24
2025-11-23 14:35:40,Tech Park,59,59,Foggy,None,140,140.0
2025-11-15 18:54:40,Airport,109,127,Foggy,None,111,111.0
2025-11-28 02:57:40,Suburbs,80,76,Rainy,None,117,140.4
2025-11-14 06:34:40,Tech Park,64,44,Rainy,None,141,197.91
2025-11-29 03:31:40,City Center,106,92,Clear,None,114,114.0
2025-12-01 05:21:40,Airport,64,58,Foggy,None,133,133.0
2025-11-16 02:22:40,Suburbs,53,44,Clear,None,143,143.52
2025-12-03 02:42:40,Suburbs,51,35,Clear,None,144,173.62
2025-12-09 23:20:40,Suburbs,50,46,Clear,None,137,137.0
2025-12-09 03:31:40,City Center,99,88,Clear,None,101,101.0
2025-11-27 19:05:40,City Center,127,87,Clear,None,119,143.73
2025-11-29 18:11:40,Mall,95,93,Foggy,None,136,136.0
2025-11-15 16:29:40,City Center,89,81,Clear,None,116,116.0
2025-11-25 13:49:40,Suburbs,63,50,Clear,None,132,138.34
2025-12-05 06:58:40,Suburbs,54,46,Rainy,None,133,159.6
2025-11-19 00:48:40,Tech Park,54,32,Rainy,None,147,233.73
2025-11-26 13:35:40,Tech Park,79,62,Rainy,None,123,154.9
2025-11-14 14:08:40,City Center,73,60,Clear,None,106,107.41
2025-11-21 09:40:40,Suburbs,52,44,Clear,None,114,114.0
2025-12-06 08:56:40,Tech Park,129,149,Clear,None,118,118.0
2025-11-23 01:58:40,City Center,169,134,Clear,Festival,124,130.07
2025-11-30 05:00:40,Suburbs,60,41,Clear,None,121,146.5
2025-11-24 02:51:40,Tech Park,42,31,Clear,None,121,135.99
2025-11-22 18:42:40,Suburbs,110,92,Rainy,None,141,169.2
2025-11-13 07:48:40,Tech Park,51,45,Clear,None,134,134.0
2025-11-26 15:49:40,City Center,90,73,Rainy,None,119,145.93
2025-11-23 14:48:40,Suburbs,66,53,Clear,None,138,143.0
2025-12-01 05:00:40,Airport,77,51,Foggy,None,144,179.69
2025-11-27 02:14:40,City Center,74,78,Clear,None,106,106.0
2025-11-26 20:22:40,Suburbs,105,118,Clear,Conference,109,109.0
2025-12-05 19:18:40,Airport,97,82,Clear,None,126,126.0
2025-11-14 02:28:40,Tech Park,65,55,Rainy,None,140,168.0
2025-12-04 19:04:40,Suburbs,63,57,Clear,None,131,131.0
2025-11-27 03:23:40,City Center,78,51,Clear,None,129,163.0
2025-11-27 08:29:40,City Center,90,98,Foggy,None,107,107.0
2025-11-29 12:41:40,Suburbs,90,47,Rainy,None,138,244.52
2025-12-01 20:00:40,City Center,116,110,Clear,None,141,141.0
2025-12-03 16:15:40,City Center,85,86,Clear,None,114,114.0
2025-11-23 07:22:40,City Center,91,58,Clear,None,111,143.76
2025-11-18 02:23:40,City Center,76,85,Clear,None,128,128.0
2025-12-12 10:10:40,Suburbs,44,39,Cloudy,None,124,124.0
2025-12-06 07:47:40,Tech Park,61,59,Clear,None,115,115.0
2025-11-16 08:47:40,City Center,85,100,Clear,None,111,111.0
2025-12-10 06:59:40,City Center,83,54,Clear,None,107,135.85
2025-11-17 22:47:40,Suburbs,46,49,Clear,None,130,130.0
2025-12-02 00:35:40,City Center,90,84,Clear,None,136,136.0
2025-11-30 15:22:40,City Center,91,65,Clear,None,108,125.28
2025-12-12 01:05:40,City Center,82,77,Clear,None,142,142.0
2025-11-28 08:13:40,City Center,64,59,Clear,None,135,135.0
2025-11-28 01:48:40,Airport,77,67,Clear,None,130,130.0
2025-12-02 04:38:40,Suburbs,75,52,Rainy,None,128,178.41
2025-11-16 09:58:40,Suburbs,60,71,Clear,None,112,112.0
2025-12-04 15:06:40,Mall,55,53,Cloudy,None,116,116.0
2025-12-04 11:11:40,Suburbs,47,29,Clear,None,112,149.69
2025-11-24 20:44:40,City Center,125,140,Foggy,None,122,122.0
2025-11-24 06:02:40,City Center,89,60,Foggy,None,106,130.03
2025-12-11 17:44:40,City Center,116,118,Clear,None,111,111.0
2025-11-15 16:00:40,Mall,58,57,Clear,None,125,125.0
2025-12-03 09:47:40,Suburbs,57,35,Cloudy,None,113,151.74
2025-12-07 11:10:40,Suburbs,53,38,Cloudy,None,138,159.5
2025-11-13 19:17:40,Tech Park,210,125,Rainy,None,112,177.41
2025-12-05 15:30:40,City Center,87,79,Clear,None,123,123.0
2025-11-19 18:32:40,Tech Park,196,137,Rainy,None,149,206.29
2025-11-17 14:17:40,Tech Park,48,35,Clear,None,120,136.46
2025-11-27 03:02:40,City Center,92,80,Clear,None,122,122.0
2025-12-04 02:34:40,Tech Park,40,32,Clear,None,123,127.92
2025-11-16 05:48:40,City Center,216,151,Rainy,Festival,100,138.44
2025-11-20 22:09:40,Suburbs,133,120,Rainy,Conference,129,154.8
2025-11-24 19:19:40,Tech Park,158,160,Cloudy,None,119,119.0
2025-11-20 07:03:40,Suburbs,63,53,Rainy,None,149,178.8
2025-12-08 23:34:40,Suburbs,70,47,Rainy,None,130,186.09
2025-11-13 11:32:40,Suburbs,51,34,Clear,None,132,163.68
2025-11-13 05:14:40,City Center,131,110,Clear,Sports,108,108.0
2025-12-01 05:28:40,Mall,50,46,Clear,None,107,107.0
2025-11-18 09:39:40,City Center,53,40,Clear,None,102,112.2
2025-11-19 08:48:40,Suburbs,34,23,Cloudy,None,125,152.83
2025-12-11 01:11:40,Airport,103,122,Clear,Conference,146,146.0
2025-11-21 12:10:40,Suburbs,43,39,Foggy,None,147,147.0
2025-11-25 03:05:40,Suburbs,50,34,Clear,None,102,124.08
2025-11-17 16:52:40,Mall,51,30,Clear,None,131,183.4
2025-11-24 20:49:40,Suburbs,133,87,Clear,Concert,134,169.24
2025-12-09 14:50:40,Suburbs,63,71,Clear,None,111,111.0
2025-11-12 23:13:40,Tech Park,63,65,Clear,None,142,142.0
2025-12-09 01:34:40,City Center,85,86,Clear,None,134,134.0
2025-12-09 20:53:40,Tech Park,120,86,Clear,Concert,124,143.38
2025-12-02 04:14:40,Suburbs,62,52,Rainy,None,137,164.4
2025-11-29 05:29:40,Mall,67,53,Clear,None,115,120.9
2025-11-30 00:41:40,City Center,90,82,Clear,None,115,115.0
2025-11-21 14:19:40,Tech Park,60,65,Cloudy,None,147,147.0
2025-11-25 23:28:40,Tech Park,69,59,Rainy,None,112,134.4
2025-11-19 00:53:40,Suburbs,66,59,Clear,Festival,126,126.0
2025-11-20 06:09:40,Suburbs,63,35,Rainy,None,142,238.56
2025-12-08 11:06:40,City Center,76,50,Clear,None,116,145.7
2025-12-08 18:38:40,Airport,164,112,Rainy,None,126,177.84
2025-11-30 07:40:40,Mall,79,64,Rainy,None,147,180.44
2025-11-24 20:07:40,Suburbs,96,90,Rainy,None,101,121.2
2025-12-04 13:16:40,Suburbs,80,40,Rainy,None,142,261.28
2025-11-22 00:49:40,Tech Park,69,55,Foggy,None,100,104.36
2025-12-09 08:48:40,City Center,100,80,Rainy,None,126,156.24
2025-12-10 03:09:40,Tech Park,45,41,Clear,None,113,113.0
2025-11-25 15:39:40,Tech Park,43,48,Clear,None,107,107.0
2025-11-19 12:53:40,City Center,126,60,Rainy,None,126,241.92
2025-11-23 14:21:40,Suburbs,73,64,Clear,None,106,106.0
2025-12-10 08:11:40,Mall,55,33,Cloudy,None,126,173.04
2025-11-24 11:56:40,Suburbs,54,50,Clear,None,116,116.0
2025-12-11 13:09:40,City Center,81,73,Clear,None,124,124.0
2025-12-05 10:20:40,Airport,97,74,Rainy,None,115,148.19
2025-11-30 11:40:40,Tech Park,63,75,Clear,None,124,124.0
2025-12-12 07:07:40,Mall,53,48,Rainy,None,142,170.4
2025-11-17 05:03:40,City Center,86,51,Clear,None,147,204.19
2025-12-09 13:26:40,City Center,77,48,Clear,None,140,185.27
2025-12-02 00:36:40,Suburbs,41,45,Clear,None,109,109.0
2025-12-03 08:47:40,Tech Park,137,119,Clear,Conference,103,103.0
2025-11-16 05:46:40,Suburbs,65,71,Clear,None,115,115.0
2025-12-07 17:16:40,Tech Park,173,170,Clear,None,106,106.0
2025-11-20 16:09:40,City Center,85,51,Clear,None,147,201.88
2025-11-24 15:53:40,City Center,78,76,Clear,None,119,119.0
2025-11-15 23:42:40,Tech Park,62,45,Clear,None,142,162.2
2025-11-21 18:52:40,City Center,122,100,Clear,None,137,139.19
2025-11-18 01:41:40,City Center,100,72,Rainy,None,117,158.08
2025-11-23 17:57:40,Tech Park,186,135,Clear,None,141,161.05
2025-11-15 20:19:40,Airport,106,120,Cloudy,None,127,127.0
2025-11-13 00:47:40,Mall,76,64,Clear,Sports,110,110.0
2025-11-21 09:40:40,Tech Park,90,72,Clear,None,143,148.72
2025-12-11 00:50:40,City Center,79,52,Clear,None,102,128.05
2025-12-09 19:29:40,Tech Park,226,163,Rainy,None,104,140.32
2025-12-04 19:20:40,Suburbs,80,66,Foggy,None,143,144.39
2025-11-17 00:16:40,Tech Park,48,30,Clear,None,130,171.6
2025-12-11 09:06:40,Suburbs,55,40,Clear,None,120,136.8
2025-12-07 16:06:40,Suburbs,76,53,Clear,None,103,122.28
2025-11-14 10:20:40,Tech Park,130,106,Rainy,None,122,148.98
2025-11-20 11:32:40,Suburbs,48,51,Clear,None,133,133.0
2025-11-20 23:25:40,Airport,98,81,Rainy,None,148,178.77
2025-12-09 17:18:40,Suburbs,133,102,Clear,Conference,125,135.39
2025-11-29 23:11:40,Mall,59,49,Clear,None,131,131.43
2025-11-19 16:25:40,Tech Park,58,45,Clear,None,144,154.24
2025-11-19 06:37:40,City Center,131,140,Foggy,Concert,123,123.0
2025-12-11 15:03:40,Airport,60,65,Clear,None,128,128.0
2025-11-30 01:33:40,Suburbs,78,79,Clear,None,123,123.0
2025-11-29 07:44:40,Suburbs,114,95,Cloudy,Concert,135,135.0
2025-12-04 20:33:40,Suburbs,83,62,Rainy,None,121,158.63
2025-12-04 19:53:40,Suburbs,93,70,Rainy,None,146,190.22
2025-12-09 21:54:40,City Center,120,94,Clear,None,119,126.29
2025-11-18 03:47:40,Mall,45,34,Clear,None,134,147.24
2025-11-13 07:21:40,Suburbs,51,53,Foggy,None,142,142.0
2025-11-24 04:21:40,Tech Park,57,40,Clear,None,145,171.1
2025-12-01 15:35:40,Tech Park,44,37,Clear,None,112,112.0
2025-11-28 05:28:40,Suburbs,42,44,Clear,None,128,128.0
2025-12-05 10:40:40,Tech Park,129,69,Rainy,None,111,192.66
2025-11-18 21:53:40,Tech Park,82,82,Clear,None,136,136.0
2025-11-16 06:49:40,Airport,95,72,Clear,None,141,154.47
2025-12-08 15:18:40,Tech Park,63,41,Clear,None,134,170.08
2025-11-27 02:56:40,Tech Park,43,49,Clear,None,108,108.0
2025-12-01 17:49:40,Mall,78,92,Foggy,None,134,134.0
2025-11-14 06:54:40,Tech Park,48,42,Clear,None,139,139.0
2025-12-11 21:24:40,Mall,71,72,Clear,None,144,144.0
2025-11-14 02:58:40,City Center,81,41,Rainy,None,119,216.64
2025-12-01 03:47:40,Suburbs,63,42,Clear,None,100,124.0
2025-11-16 14:28:40,Tech Park,55,43,Cloudy,None,106,112.71
2025-11-14 16:35:40,Mall,58,61,Clear,None,141,141.0
2025-11-21 03:25:40,Tech Park,45,46,Clear,None,120,120.0
2025-11-25 21:08:40,Suburbs,135,113,Cloudy,Conference,100,100.0
2025-12-10 02:32:40,Suburbs,44,47,Foggy,None,114,114.0
2025-11-17 22:08:40,Suburbs,38,22,Foggy,None,127,180.57
2025-11-16 01:33:40,Mall,70,56,Clear,None,105,109.2
2025-12-03 18:35:40,Tech Park,255,153,Clear,Sports,113,155.19
2025-12-10 13:47:40,City Center,74,56,Cloudy,None,131,143.73
2025-12-08 13:12:40,City Center,88,83,Clear,None,139,139.0
2025-11-16 18:00:40,Suburbs,96,73,Cloudy,None,138,150.7
2025-11-26 17:25:40,Suburbs,82,96,Clear,None,128,128.0
2025-12-07 23:27:40,City Center,93,78,Foggy,None,131,131.0
2025-11-13 03:40:40,Mall,52,31,Cloudy,None,115,158.92
2025-11-26 06:54:40,Airport,98,60,Clear,Sports,149,200.65
2025-12-10 09:42:40,City Center,83,54,Foggy,None,127,161.24
2025-12-08 11:49:40,Airport,95,73,Rainy,None,115,147.33
2025-12-08 19:09:40,Tech Park,185,95,Rainy,None,119,213.95
2025-12-02 14:29:40,Suburbs,79,91,Clear,Concert,146,146.0
2025-11-28 17:04:40,City Center,129,95,Clear,None,144,162.19
2025-11-12 16:40:40,Suburbs,50,51,Clear,None,138,138.0
2025-11-28 18:32:40,Tech Park,125,88,Clear,None,134,157.63
2025-11-26 19:04:40,Tech Park,145,114,Cloudy,None,138,145.94
2025-12-08 03:53:40,Airport,74,47,Clear,None,134,174.14
2025-12-10 15:35:40,Suburbs,65,47,Foggy,None,131,150.18
2025-12-01 16:27:40,Mall,106,69,Rainy,Sports,103,151.31
2025-11-17 10:52:40,Tech Park,100,60,Cloudy,None,137,188.15
2025-11-12 15:07:40,City Center,93,93,Clear,None,148,148.0
2025-12-11 11:34:40,Airport,102,108,Cloudy,Festival,144,144.0
2025-11-14 10:36:40,Mall,51,49,Clear,None,107,107.0
2025-11-25 21:07:40,City Center,285,260,Rainy,Conference,136,163.2
2025-12-05 09:46:40,Suburbs,56,44,Clear,None,124,131.21
2025-11-26 19:25:40,Suburbs,79,83,Clear,None,101,101.0
2025-11-14 13:45:40,Tech Park,53,63,Cloudy,None,138,138.0
2025-11-27 04:42:40,Airport,83,67,Clear,None,123,126.82
2025-12-03 03:33:40,City Center,109,64,Rainy,None,139,222.75
2025-11-23 03:41:40,City Center,107,102,Clear,None,116,116.0
2025-11-25 20:23:40,Suburbs,102,72,Rainy,None,146,200.51
2025-11-13 02:50:40,Suburbs,69,42,Rainy,None,114,177.19
2025-11-28 17:21:40,Airport,131,156,Clear,None,115,115.0
2025-11-12 17:05:40,City Center,133,134,Foggy,None,106,106.0
2025-12-02 20:56:40,City Center,134,71,Rainy,None,119,208.23
2025-12-09 18:54:40,City Center,138,113,Clear,None,119,121.02
2025-11-21 09:40:40,Tech Park,112,79,Foggy,None,137,160.86
2025-11-26 17:14:40,Suburbs,72,48,Clear,None,134,166.16
2025-11-21 13:30:40,Tech Park,50,50,Foggy,None,114,114.0
2025-11-21 23:19:40,Suburbs,49,54,Foggy,None,114,114.0
2025-11-21 11:20:40,Airport,69,63,Clear,None,116,116.0
2025-11-21 06:04:40,Airport,81,55,Clear,None,117,142.53
2025-11-18 09:42:40,Suburbs,69,65,Rainy,None,126,151.2
2025-11-20 00:09:40,Tech Park,58,68,Clear,None,107,107.0
2025-12-06 17:37:40,Airport,177,142,Rainy,None,106,131.14
2025-11-22 13:40:40,Mall,79,40,Rainy,None,122,222.04
2025-11-23 21:52:40,Tech Park,96,68,Cloudy,None,143,167.23
2025-12-04 16:42:40,Suburbs,49,46,Clear,None,118,118.0
2025-11-15 20:03:40,Suburbs,91,80,Foggy,None,135,135.0
2025-11-15 18:17:40,City Center,135,113,Cloudy,None,108,108.0
2025-11-14 03:36:40,City Center,72,56,Foggy,None,115,122.89
2025-11-18 21:23:40,Mall,74,58,Foggy,None,129,136.83
2025-12-07 12:02:40,Airport,117,88,Rainy,None,148,192.94
2025-11-26 07:51:40,Tech Park,79,79,Clear,Conference,132,132.0
2025-12-06 03:42:40,Suburbs,50,30,Clear,None,112,153.81
2025-11-13 04:05:40,Airport,126,79,Clear,Conference,106,139.49
2025-11-25 10:45:40,Mall,35,32,Foggy,None,133,133.0
2025-11-30 21:50:40,City Center,204,191,Rainy,None,148,177.6
2025-11-24 19:08:40,City Center,111,124,Clear,None,129,129.0
2025-11-30 03:28:40,Suburbs,51,61,Clear,None,111,111.0
2025-12-01 08:42:40,City Center,92,55,Clear,None,130,179.16
2025-11-23 21:12:40,Suburbs,98,77,Clear,None,104,110.05
2025-11-24 14:52:40,Airport,105,52,Rainy,None,134,248.62
2025-12-07 11:03:40,City Center,92,88,Clear,None,127,127.0
2025-11-23 15:49:40,Mall,52,56,Clear,None,111,111.0
2025-11-21 12:40:40,Tech Park,62,58,Rainy,None,143,171.6
2025-11-18 03:02:40,City Center,79,87,Clear,None,140,140.0
2025-11-24 09:18:40,Suburbs,67,44,Rainy,None,117,170.61
2025-11-13 14:42:40,Suburbs,78,45,Rainy,None,103,167.55
2025-11-15 02:34:40,Tech Park,82,46,Rainy,None,137,228.25
2025-11-25 21:45:40,Airport,117,129,Clear,None,149,149.0
2025-12-01 07:23:40,City Center,133,110,Foggy,Conference,125,125.91
2025-11-15 20:42:40,Suburbs,118,78,Rainy,None,145,210.29
2025-12-07 07:33:40,Mall,146,87,Rainy,Festival,128,202.56
2025-11-20 17:00:40,City Center,138,113,Clear,None,146,148.48
2025-11-20 04:06:40,Tech Park,41,35,Clear,None,116,116.0
2025-11-26 05:32:40,City Center,73,77,Clear,None,142,142.0
2025-11-29 13:47:40,City Center,115,91,Foggy,None,141,148.19
2025-11-28 03:21:40,City Center,83,76,Clear,None,144,144.0
2025-12-07 10:52:40,City Center,91,78,Clear,None,140,140.0
2025-11-24 22:37:40,Airport,78,79,Clear,None,114,114.0
2025-11-26 02:05:40,Suburbs,59,68,Clear,None,114,114.0
2025-12-09 05:16:40,Mall,49,54,Clear,None,137,137.0
2025-12-01 08:18:40,Tech Park,103,82,Cloudy,None,117,122.25
2025-11-17 00:47:40,Suburbs,36,28,Foggy,None,102,108.99
2025-11-21 21:09:40,Mall,65,54,Foggy,None,122,122.36
2025-11-27 00:17:40,Tech Park,59,69,Clear,None,119,119.0
2025-12-07 11:28:40,Mall,97,81,Clear,Conference,121,121.0
2025-11-25 15:18:40,Airport,66,75,Foggy,None,127,127.0
2025-11-30 09:38:40,City Center,97,76,Foggy,None,116,123.08
2025-12-03 16:43:40,Tech Park,56,47,Foggy,None,108,108.0
2025-11-20 21:48:40,City Center,126,118,Clear,None,141,141.0
2025-12-11 06:00:40,Mall,62,73,Clear,None,146,146.0
2025-12-09 16:04:40,Tech Park,41,34,Clear,None,123,123.58
2025-12-03 02:26:40,Tech Park,47,45,Clear,None,115,115.0
2025-11-22 22:02:40,Mall,85,61,Rainy,None,145,196.44
2025-12-01 06:29:40,City Center,103,108,Clear,None,140,140.0
2025-11-14 21:14:40,City Center,119,86,Clear,None,117,134.2
2025-11-18 16:44:40,Tech Park,82,95,Foggy,Conference,114,114.0
2025-11-15 11:12:40,City Center,142,102,Rainy,None,147,199.0
2025-11-12 22:59:40,Suburbs,54,37,Rainy,None,108,152.02
2025-11-20 06:06:40,City Center,83,64,Clear,None,124,133.61
2025-12-03 01:35:40,Mall,49,42,Clear,None,148,148.0
2025-11-22 05:02:40,City Center,162,146,Rainy,None,111,133.2
2025-11-26 11:34:40,Suburbs,61,33,Rainy,None,106,182.19
2025-11-21 13:40:40,City Center,81,54,Clear,None,146,181.04
2025-11-28 02:05:40,City Center,109,84,Cloudy,None,135,145.54
2025-12-01 13:46:40,City Center,72,81,Clear,None,123,123.0
2025-12-01 03:36:40,City Center,99,88,Rainy,None,112,134.4
2025-11-21 15:10:40,Suburbs,42,30,Clear,None,107,124.12
2025-12-07 03:31:40,Airport,74,56,Clear,None,141,154.7
2025-12-05 05:10:40,Suburbs,77,47,Rainy,None,118,182.98
2025-12-02 18:19:40,City Center,181,178,Clear,Sports,136,136.0
2025-11-20 13:03:40,Mall,80,48,Clear,Conference,134,184.03
2025-11-29 01:24:40,City Center,121,86,Rainy,None,133,181.62
2025-12-03 20:06:40,Suburbs,79,58,Clear,None,120,135.56
2025-11-17 08:44:40,Suburbs,54,38,Clear,None,138,162.4
2025-11-23 08:18:40,Tech Park,132,153,Clear,None,138,138.0
2025-11-16 04:29:40,City Center,104,102,Clear,None,124,124.0
2025-11-17 04:41:40,Tech Park,82,47,Rainy,None,119,194.65
2025-12-09 11:04:40,City Center,89,80,Clear,None,140,140.0
2025-11-23 21:05:40,City Center,216,254,Clear,Conference,149,149.0
2025-12-05 20:52:40,Tech Park,72,44,Clear,None,139,187.52
2025-12-08 20:39:40,Tech Park,62,62,Clear,None,149,149.0
2025-12-02 15:20:40,Mall,80,55,Rainy,None,128,179.67
2025-11-27 21:21:40,City Center,170,118,Rainy,None,111,154.57
2025-12-03 01:19:40,Airport,62,61,Clear,None,115,115.0
2025-11-13 22:08:40,Tech Park,87,65,Cloudy,Conference,144,159.95
2025-11-13 04:50:40,Suburbs,49,41,Cloudy,None,119,119.0
2025-11-16 16:57:40,Airport,94,104,Clear,None,129,129.0
2025-12-10 14:48:40,Tech Park,42,30,Clear,None,118,136.88
2025-11-27 10:37:40,Suburbs,57,55,Clear,None,104,104.0
2025-11-25 11:11:40,Suburbs,44,43,Clear,None,107,107.0
2025-12-06 02:55:40,Tech Park,49,47,Foggy,None,113,113.0
2025-11-27 22:29:40,Tech Park,43,36,Clear,None,137,137.0
2025-12-08 07:37:40,City Center,82,96,Clear,None,101,101.0
2025-12-01 12:59:40,Suburbs,61,66,Foggy,None,134,134.0
2025-12-06 00:16:40,City Center,104,67,Cloudy,None,110,141.0
2025-11-18 00:50:40,Mall,58,48,Clear,None,104,104.69
2025-11-29 00:10:40,Tech Park,52,34,Cloudy,None,127,160.47
2025-12-08 06:56:40,City Center,70,42,Clear,None,145,199.13
2025-12-11 12:33:40,Tech Park,54,60,Clear,None,129,129.0
2025-12-07 09:57:40,City Center,109,108,Clear,None,126,126.0
2025-11-30 22:54:40,Tech Park,57,58,Clear,None,118,118.0
2025-11-15 07:13:40,Suburbs,56,65,Clear,None,142,142.0
2025-11-13 05:33:40,Tech Park,70,65,Rainy,None,114,136.8
2025-12-11 05:49:40,Tech Park,63,73,Cloudy,None,149,149.0
2025-11-17 04:10:40,Mall,51,44,Clear,None,105,105.0
2025-11-17 21:17:40,City Center,117,126,Clear,None,127,127.0
2025-11-22 18:30:40,Suburbs,161,108,Clear,Conference,140,172.56
2025-11-30 02:05:40,Tech Park,58,35,Clear,None,128,174.81
2025-11-24 22:15:40,Tech Park,49,36,Clear,None,133,150.14
